,created_at,text
664,Fri May 27 09:28:10 +0000 2016,"You've got a lot of stick from us fans but on behalf of everyone 
Thank You, Ed and board @ManUtd 

#WelcomeJose #MUFC"
665,Fri May 27 09:20:33 +0000 2016,"No more payment, Boss.

#WelcomeJose  https://t.co/DBf1Lk2rsE"
666,Fri May 27 09:18:55 +0000 2016,"LRT.

Jorge Mendes means loads of good players coming our way."
668,Fri May 27 09:16:06 +0000 2016,"Quite simply the best manager in the game.

#WelcomeJose https://t.co/arOeomoK8a"
669,Fri May 27 09:11:07 +0000 2016,#WelcomeJose https://t.co/8aeJKECu84
670,Fri May 27 04:54:32 +0000 2016,"@Red_Mourinho Much as I'd like Pep to play Europa, don't think that will happen. 
Liverpool-City swap, for me."
671,Thu May 26 18:58:07 +0000 2016,"Come what may, you will have my unwavering, unquestioning and unconditional love and support.

#WelcomeJose #MUFC"
672,Thu May 26 18:56:09 +0000 2016,"World's joint greatest manager, tied with SAF, at the world's greatest club.

Dreams do come true.

#MOUIN #MUFC #WelcomeJose"
674,Mon May 23 10:56:27 +0000 2016,"Please don't let Warren Joyce leave.
Has been guiding and shaping our youth so well.

#MUFC"
675,Mon May 23 10:53:30 +0000 2016,"Jose vs Guardiola
Jose vs Wenger

Can't wait for those matches and the banter that will surround them.
#MUFC #MOUIN"
677,Mon May 23 10:50:23 +0000 2016,"For anyone feeling sad about Louis van Gaal sacking,
please recall how he just sat on his bench and there was no passion on the pitch.
#MUFC"
678,Mon May 23 10:48:48 +0000 2016,@ScholesEsque @Unitedology Tony Pulis
679,Mon May 23 10:47:54 +0000 2016,"And credit where it's due, 
Ed Woodward and board @ManUtd showed us that they want this club to excel and win.

#MUFC #MOUIN"
680,Mon May 23 10:44:56 +0000 2016,"After 8 months of tweeting, finally we have sacked Louis van Gaal.

Good Riddance.
#LVGOUT #MUFC #MOUIN"
681,Sat May 21 20:21:10 +0000 2016,You're only competition was David fucking Moyes. The man who got sacked by Sociedad. https://t.co/u292ouJEI3
683,Sat May 21 20:09:48 +0000 2016,"Mourinho done is even better than this FA Cup win. 

#LVGOUT #MUFC #MOUIN"
684,Sat May 21 19:51:33 +0000 2016,"Almost everyone has forgiven LvG to a certain degree today.
Good time to go having lifted a trophy.
Thanks but goodbye.
#LVGOUT #MUFC #MOUIN"
685,Sat May 21 19:49:51 +0000 2016,"The first goal was pure desire from Wayne.
The second was an absolute cracker from Jesse.

Pleased with the win today.
#MUFC"
686,Sat May 21 19:27:02 +0000 2016,"Write us off you're off your head. 
Don't you know the Devil is Red. 

#MUFC #FACupFinal"
687,Sat May 21 19:15:26 +0000 2016,"Rooney will finally lift a trophy. 
Captain Fantastic. 

#MUFC"
688,Sat May 21 19:09:31 +0000 2016,"First FA Cup. 
Spellbound. 

Glory Glory Man United."
689,Sat May 21 19:00:10 +0000 2016,"For all the hate I've had for Lingard, today he has only my love."
690,Sat May 21 18:48:40 +0000 2016,"So close. Yet so far. 

#MUFC"
691,Sat May 21 18:10:59 +0000 2016,"I want Louis van Gaal's head. 
Fuck him. Fuck everything. 

#LVGOUT #MUFC #MOUIN"
692,Sat May 21 17:03:40 +0000 2016,"Carrick is gonna get us killed. 

#MUFC #FACupFinal"
693,Sat May 21 16:55:58 +0000 2016,"Carrick you shit. 

#MUFC #FACupFinal"
694,Sat May 21 16:27:27 +0000 2016,"Glory Glory Man United. 

#FACupFinal #WeAreUnited"
696,Sat May 21 15:43:01 +0000 2016,"The Big Short, X-MenApocalypse, Dinner with all the relatives.
FA Cup win will make it a fantastic day.

#MUFC #FACupFinal"
697,Sat May 21 15:39:17 +0000 2016,"Carrick Fellaini for the finals.
Bloody hell.

What has Herrera done? Shagged your daughter!?!

#FACupFinal #LVGOUT #MUFC #MOUIN"
698,Sat May 21 15:02:42 +0000 2016,"Time honored finale to the English league season.

Let's be champions again.

#MUFC #FACupFinal"
699,Sat May 21 15:00:30 +0000 2016,@PereiraFlick Never.
700,Sat May 21 14:24:31 +0000 2016,"@Footysays Messi, Ronaldo, Lewa."
701,Sat May 21 14:21:57 +0000 2016,"Watched X-men Apocalypse.
Boring af. 
But if you're a fan of the series, guilty as charged, go ahead and watch.

#XMen"
702,Sat May 21 10:32:06 +0000 2016,"A lot of sources now claiming Mou close to being named manager.

A step in the right direction. 
#MUFC #MOUIN"
703,Fri May 20 15:00:57 +0000 2016,@NeeleshJay United sign up Mourinho
704,Fri May 20 13:30:05 +0000 2016,"Liverpool are thinking about signing Goetze. 
Arsenal are thinking about signing Xhaka.
Our board is still thinking about keeping LvG."
705,Tue May 17 20:51:40 +0000 2016,"Scores when he wants. 
Chris Smalling."
706,Tue May 17 20:44:57 +0000 2016,Young should start instead of Lingard in the Cup Final.
708,Tue May 17 20:42:54 +0000 2016,"White Pele. 
Fabulous performance today."
709,Tue May 17 19:46:58 +0000 2016,"To make it a little more interesting, LvG wants to score 18 in one half instead of two. 

#LVGOUT #MUFC #MOUIN"
710,Tue May 17 19:43:23 +0000 2016,"Wazza. 
1-0"
711,Tue May 17 19:39:46 +0000 2016,"Bore them to death. 

That was always the #philosophy 

#LVGOUT #MUFC #MOUIN"
712,Tue May 17 19:32:41 +0000 2016,Carrick you piece of crap.
713,Tue May 17 19:17:57 +0000 2016,"King of useless passes, Valencia is on fiyah today."
714,Tue May 17 19:09:34 +0000 2016,"Will Van Gaal, Carrick and Valencia buzz off already!?!

#LVGOUT #MUFC #MOUIN"
715,Tue May 17 16:53:08 +0000 2016,"3,107 backpasses. 
Highest in the league.

LvG: We are making progress; expectations are too high. 

#NotGoodEnough #LVGOUT #MUFC #MOUIN"
716,Tue May 17 12:57:16 +0000 2016,#LVGOUT #MUFC #MOUIN  https://t.co/D57vvtOp2h
717,Tue May 17 10:40:47 +0000 2016,#LVGOUT #MUFC #MOUIN  https://t.co/wPbCqxnkM3
718,Tue May 17 06:45:15 +0000 2016,"I've said time and again Suits is the best.
I apologize, it's a tie between Suits and Game of Thrones.
Delighted for Sansa ;)"
720,Tue May 17 03:45:10 +0000 2016,"Mou as Chelsea manager: United are a super big club, a monster club. 
LvG 2 yrs in charge: Expectations are high. 

#LVGOUT #MUFC #MOUIN"
721,Sun May 15 15:51:56 +0000 2016,"United must win by at least 19 goals to finish in CL. 

Piece of cake with LvG's philosophy. 

#LVGOUT #MUFC #MOUIN #TOP4"
722,Sun May 15 15:50:18 +0000 2016,"Swansea. Please score. 

We'll give you Giggsy as manager."
723,Sun May 15 15:46:06 +0000 2016,"5-1 against Spurs!

Mauricio is coming to OT. :P

Happy St. Totteringham's day, Gunners."
724,Sun May 15 13:58:36 +0000 2016,"Sign from the heavens LvG. 

Please leave now!

#LVGOUT #MUFC #MOUIN"
726,Sat May 14 15:21:40 +0000 2016,"Fuck off Louis.

#LVGOUT #MUFC #MOUIN  https://t.co/7YgddYtRuZ"
727,Fri May 13 16:44:45 +0000 2016,"Tweeting what @theunitedmanc did.
Shocking stats.

#LVGOUT #MUFC #MOUIN https://t.co/w2fFiU1sP0"
728,Fri May 13 16:40:36 +0000 2016,#LVGOUT #MUFC #MOUIN  https://t.co/BsWHFuXykC
729,Fri May 13 15:16:25 +0000 2016,"How did Januzaj get injured now, sitting down on the bench after warm up!"
730,Fri May 13 14:40:23 +0000 2016,"£30 million hit if we fail CL this year.
£225 million hit (Addidas deal) if we miss CL next yr.
Wanna risk it with LvG?
#LVGOUT #MUFC #MOUIN"
731,Fri May 13 14:37:11 +0000 2016,"Glazers you money minded morons, 
30mil loss if we don't make top 4.
Now, will you sack him?!?

#LVGOUT #MUFC #MOUIN https://t.co/W8xcLEYEq9"
732,Fri May 13 14:34:44 +0000 2016,"De Gea, Basti,Wazza, Ibra under Mourinho.
That's a team that wins competitions.
Ed, board @ManUtd, please use the hints
#LVGOUT #MUFC #MOUIN"
733,Fri May 13 14:31:31 +0000 2016,"If the new project is United, it'll be one hell of a birthday present for me.

#DareToZlatan  https://t.co/OO5SsPdypa"
734,Fri May 13 10:11:25 +0000 2016,"""Son, your ego’s writing checks that your body can’t cash.""

Love Suits, Love Top Gun.
#TopGunDay"
735,Fri May 13 07:42:58 +0000 2016,"The club of his dreams. The manager of our dreams.
United - Mou. Perfect.

Make it happen, Ed, board @ManUtd 

#LVGOUT #MUFC #MOUIN"
737,Fri May 13 07:38:29 +0000 2016,"@ManUtd We'll join his last presser in EPL.
#LVGOUT #MUFC #MOUIN"
738,Thu May 12 17:07:52 +0000 2016,"Liverpool are in the Europa finals within 7 months of new manager.
LvG after 2 years, insists we're in transition.

Get rid of him.
#LVGOUT"
739,Thu May 12 14:49:24 +0000 2016,"Roberto Martinez fired.
Ed Woodward, do your job man!
Louis van Gaal must go.

#LVGOUT #MUFC #MOUIN"
740,Thu May 12 12:30:04 +0000 2016,#philosophy #LVGOUT  https://t.co/7k5aGbUPpn
741,Thu May 12 06:36:22 +0000 2016,"Ed, Board @ManUtd 
Only three words for you:
SIGN HIM UP

#LVGOUT #MUFC #MOUIN 
 https://t.co/SfYOf4fhN8"
742,Thu May 12 06:23:35 +0000 2016,"The person who must be hurting most is Sir Alex.
Worked for 26 years and made us the best.
3 years and his work undone.
#LVGOUT #MUFC #MOUIN"
743,Wed May 11 12:16:03 +0000 2016,"Absolutely disgraceful.

#LVGOUT #MUFC #MOUIN  https://t.co/1cjpIgvvmx"
744,Wed May 11 05:26:17 +0000 2016,"When a proven winner is eager to come, is hungry for trophies and wants to prove a point to rivals, you must simply bring him!
#MOUIN #MUFC"
745,Wed May 11 05:23:47 +0000 2016,"Sir Alex is right when he says no excuses when destiny is in your own hands. 

Ed, Board have to sack LvG after this. 

#MUFC #LVGOUT #MOUIN"
746,Tue May 10 21:25:22 +0000 2016,"Get the fuck out of our club, Louis van Gaal. 
Fuck off. 

#LVGOUT #MUFC #MOUIN"
747,Tue May 10 21:22:54 +0000 2016,"Could have had CHAMPIONS LEAGUE. 

Well done, Louis van Gaal. 
Destroyed my club. 

#LVGOUT #MUFC #MOUIN"
749,Tue May 10 21:16:03 +0000 2016,"We just don't learn our defensive lessons. 
Wolfsburg is CL. Spurs 3-0. Today. 

#LVGOUT #MUFC"
750,Tue May 10 21:08:20 +0000 2016,Goodbye CL.
751,Tue May 10 21:03:04 +0000 2016,For the love of God.
752,Tue May 10 21:01:06 +0000 2016,"50 million down the drain, Tony Martial scores again."
753,Tue May 10 20:59:20 +0000 2016,Martial is a young God.
754,Tue May 10 20:39:03 +0000 2016,"Great one. Right from de Gea. 

See LvG, this is what it takes. Not all the possession in the world. 

#MUFC"
755,Tue May 10 20:22:10 +0000 2016,"United and City in a race for 5th. 
Nobody seems to want to let it go. 

#MUFC #TOP4 #WHUMUN"
756,Tue May 10 20:20:51 +0000 2016,"Have a chance to go to CL. 
Absolutely no desire to win. Shocking performance. 

#MUFC #WHUMUN"
757,Tue May 10 20:18:04 +0000 2016,"Should've been a pen. 

LvG, unless we score two you're getting the sack."
758,Tue May 10 19:43:02 +0000 2016,"Valencia you stupid shit, defend."
759,Tue May 10 19:24:00 +0000 2016,"A need to win for top 4, for saving managers job, for revenge of their welcome. 

Let's do this, lads. 
#MUFC"
760,Sun May 08 16:57:04 +0000 2016,"@AidanMUFC_ No. Should Liverpool win, 5 english teams in CL.
Extra berth, no reduction."
761,Sun May 08 16:54:35 +0000 2016,"Win 3, keep your job.

Simple as, Louis. Simple as.

#MUFC #Top4 #FACup"
762,Sun May 08 16:20:05 +0000 2016,"@ManUtd Should we not finish 4th, LvG must walk.
The result of the FA Cup final should be immaterial.

#MUFC #LVGOUT #MOUIN"
763,Sun May 08 16:17:54 +0000 2016,Shit GK. https://t.co/WBSwoux3Wu
765,Sun May 08 15:24:54 +0000 2016,"Jack-ass on for another. 

#AFC #MCIARS"
766,Sun May 08 15:23:18 +0000 2016,"No Özil, Welbeck injured. 

This is a conspiracy against us. :p"
767,Sun May 08 15:16:19 +0000 2016,"Arsenal you shits, play better."
768,Sat May 07 16:03:28 +0000 2016,"In the last promotion to PL, I'd say Derby County!"
769,Sat May 07 15:34:36 +0000 2016,"Shouldn't be betting against Sunderland going down.

Newcastle should be winning their game against Aston Villa."
770,Sat May 07 15:30:12 +0000 2016,"Congratulations @FCBayernEN 

One German team that one simply can't hate.
Class."
771,Sat May 07 15:29:21 +0000 2016,"Sunderland lead Chelsea.
3-2

Big Sam does not go down without a fight!"
772,Sat May 07 15:26:29 +0000 2016,"Burnley, Boro - Welcome to the PL.

Can't wait for Boyd to cause major upsets. 
Really happy to see Boro back."
773,Sat May 07 13:42:53 +0000 2016,"Mr. Wenger and Arsenal, for the love of God don't bottle it tomorrow against City. 
#Top4"
774,Sat May 07 13:16:48 +0000 2016,"Rooney. What composure, what selflessness. 
Brilliant finish, Mata. 
Juan - Nil."
775,Sat May 07 12:36:37 +0000 2016,"We can't beat a team 19th in the division. 
1. Don't deserve CL. 
2. If we get there, won't clear group stages. 

#LVGOUT #MUFC #MOUIN"
776,Sat May 07 12:30:57 +0000 2016,"LvG is full of surprises. 
Every time I think we can't play any worse,and BOOM!
A horrible 0-0

#LVGOUT #MUFC #MOUIN"
777,Sat May 07 09:34:12 +0000 2016,"Lord, please let it be his last!
 https://t.co/X9oCTaFScF"
779,Wed May 04 20:42:54 +0000 2016,"Zizou in CL finals, first season.At Real, where the expectations are highest. 
Show some passion and avoid excuses, LvG. 
#LVGOUT #MUFC"
780,Wed May 04 20:19:32 +0000 2016,"15 minutes to hold on to a 1-0. 
Knowing that one goal against means you're out. 
Now's that's pressure."
781,Wed May 04 19:06:33 +0000 2016,"Real are walking all over City. 
1-0 

Cakewalk."
782,Wed May 04 04:27:16 +0000 2016,"It's #StarWarsDay again :)

May The Force Be With You!"
783,Wed May 04 04:25:56 +0000 2016,"Mou is arrogant if he calls himself the Special One having delivered titles.
But LvG can call himself one of the best in the world
#LVGOUT"
784,Tue May 03 01:55:10 +0000 2016,"Congratulations Leicester and Ranieri. 

Thoroughly deserved. 

#BPL"
785,Mon May 02 15:52:09 +0000 2016,"@TheMataTurn 
If his arrival means yes to Mou, I'm all in."
786,Mon May 02 15:01:35 +0000 2016,"Top 4 finish, FA Cup victory and as the latest report suggests, Mourinho and Gary Neville is one hell of a combo! 

#LVGOUT #MUFC #MOUIN"
787,Mon May 02 06:45:44 +0000 2016,"Lord Commander lives.

#JonSnow"
789,Sun May 01 15:25:41 +0000 2016,"We don't want Mou because he's theatrical and over the top?
Can you imagine Fergie doing it!?

#MUFC #LVGOUT #MOUIN https://t.co/oTe9kQXvUW"
790,Sun May 01 15:16:47 +0000 2016,"Didn't LvG say he'll sack himself if need be, back in December?

Dilly Ding, Louis. Off you go. 

#MUFC #LVGOUT #MOUIN"
791,Sun May 01 15:10:53 +0000 2016,"One man may be wrong. Two as well. But when by a conservative measure 80% feel something is wrong, it usually is. 

#LVGOUT #MUFC #MOUIN"
792,Sun May 01 15:09:23 +0000 2016,"Really hope City win today and we finally ask LvG to fuck off by day end. 

#MUFC #LVGOUT #MOUIN"
793,Sun May 01 15:07:24 +0000 2016,"Only reason that makes sense. 

#LVGOUT #MUFC #MOUIN https://t.co/Fr1l6DTAHj"
794,Sun May 01 15:06:01 +0000 2016,"We had 70% possession. 
They have the title. 

Mourinho is who we need. 

#MUFC #LVGOUT #MOUIN"
796,Sun May 01 15:00:41 +0000 2016,"Europa nights with LvG coming up. 
Can't wait to lose against Metalist Kharkiv or some wee Polish team. 

#MUFC #LVGOUT"
797,Sun May 01 14:57:30 +0000 2016,"Louis van Gaal's contract should have something that allows us to kick him if we don't finish top 4. 

#LVGOUT #MUFC #MOUIN"
798,Sun May 01 14:19:19 +0000 2016,"Screams for the ball. Screams for the ball again. Passed towards him, gives it away. 
Michael Carrick, ladies and gentlemen. 

#MUFC #LVGOUT"
799,Sun May 01 13:49:02 +0000 2016,"Rojo is having a mare. 

Put on Fosu Immensah!"
800,Sun May 01 13:23:01 +0000 2016,"Thanks, Morgan. 
Time to send LvG packing. 

#LVGOUT"
801,Sun May 01 13:13:59 +0000 2016,"Leicester who?
#MUNLEI #MUFC"
802,Sun May 01 11:39:10 +0000 2016,"Van Gaal told reporters: ""Next year you will see me again.""

Go away!
Give us Mourinho, we deserve to be happy. @ManUtd 
#LVGOUT #MUFC"
804,Sat Apr 30 14:15:54 +0000 2016,"This may be too little too late for Yahoo, but if it isn't and I hope it isn't, Marissa Mayer could stay in her job.
#BRKLiveStream"
805,Sat Apr 30 07:28:32 +0000 2016,"Got added to the list called van Gaal out. 

Truly believe Mourinho will take us back to championships and LvG out of top 4.

#LVGOUT #MUFC"
806,Fri Apr 29 16:39:53 +0000 2016,"Sack him already. 

#LVGOUT #MUFC #MourinhoIsAChampion https://t.co/t82ZkWRZlp"
807,Fri Apr 29 01:55:10 +0000 2016,"@SunManUtd @PereiraFlick @NeeleshJay 
All sorts of news. 
Won't know for sure until after FA finals."
808,Mon Apr 25 13:03:57 +0000 2016,"Attended Dr. Raghuram G. Rajan's lecture on Starting Up India. 

He's absolutely fantastic!"
809,Sun Apr 24 16:57:48 +0000 2016,"So we must beat Pardew's Palace to lift the FA Cup. 
Bring it on. 

#MUFC #FACup"
810,Sun Apr 24 15:28:57 +0000 2016,"Bottlers(read Arsenal) bottled again. 

#WengerIn #YaGunnersYa"
811,Sat Apr 23 18:19:45 +0000 2016,"50 million down the drain,
Tony Martial scores again. 

Almost as good as the player. 
#MUFC #FACupSemiFinal"
812,Sat Apr 23 18:10:48 +0000 2016,"First FA Cup final since I've been watching. 
Let's win the Cup. 

#MUFC #FACup"
814,Sat Apr 23 18:04:39 +0000 2016,"Martial is a young God. 

#MUFC #FACupSemiFinal"
815,Sat Apr 23 17:58:13 +0000 2016,"Take off Carrick. Absolutely no sense in subbing Fellaini. 
LvG, use your head. 

#MUFC #FACupSemiFinal #LVGOUT"
816,Sat Apr 23 17:54:24 +0000 2016,"Van Gaal, get off your ass and calm the lads down!

#MUFC #FACupSemiFinal"
817,Sat Apr 23 17:30:56 +0000 2016,"World's best GK. 
DDG1

#DaveSaves #MUFC #FACupSemiFinal"
818,Sat Apr 23 17:28:19 +0000 2016,#DaveSaves
819,Sat Apr 23 17:25:43 +0000 2016,"Lingard is worse than Carrick. 
Gotta hit the target there. 

#MUFC #FACupSemiFinal"
820,Sat Apr 23 16:21:08 +0000 2016,"Wazza. Love him. 

#MUFC #FACupSemiFinal"
821,Sat Apr 23 12:50:26 +0000 2016,"Sakho failed drugs test after the Europa game against us.

Liars. Cheaters. Scousers.
#LFC"
822,Sat Apr 23 12:47:41 +0000 2016,"Cricket and it's fans can kindly f*** off!

#Shame https://t.co/2rEsltaSj5"
823,Sat Apr 23 03:28:41 +0000 2016,@SONYESPN Don't bloody tweet #FootballComesHome when you don't telecast matches on your channel but outsource them.
824,Sat Apr 23 03:23:13 +0000 2016,"@SONYESPN We were so happy that ESPN was back. If you don't show FA Cup semi-finals, feel free to get out of here."
825,Thu Apr 21 15:53:03 +0000 2016,"If our aim is to finish 4th and win FA Cup, then we've already lost.
We've fallen to Arsenal's level. 

This is not my United
#MUFC #LVGOUT"
826,Mon Apr 18 01:27:30 +0000 2016,"Barça 3 defeats in a row, 4 in last 5. 
Out of CL. Divers, bribers and cheaters. 

Leicester's bi*ches. 

#LaLiga #Barca #HalaMadrid"
